Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,High,Lod price,Initial_atr1.5sl,%ch y_low,Srs y,Ars y,%ch_high,%ch 2 low,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Grand_total_number2,Lod dist%,Vars,Smavars,Market_cap
2026-04-05T14:37:16.211,ONESOURCE,1404.5,-2.22,,,1399.71,1414.08,,-45.37,793.5,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,4.53,,-0.28,-0.32,,,,2026-04-05,,,,8.0288937e7,1438.6,1376.2,1267.77,-0.13,-0.29,-0.31,4.53,4.53,6.96,2.06,62.73,97.75,6.82,0.64,28.05,16093.48,1.38,1.3,0.67,28.95,1.14585136e8,,,,
2026-04-05T14:37:16.211,GODAVARIB,312.15,-0.61,,,301.92,332.61,,48.47,70.94,,fmcg,sugar,,2.85,,0.12,-0.05,,,,2026-04-05,,,,1.8775867e7,314.5,305.8,285.77,1.01,0.13,-0.04,3.8,3.8,5.69,7.55,30.29,17.76,6.14,1.71,27.69,1597.46,7.45,5.86,1.89,35.75,5.1175977e7,,,,
2026-04-05T14:37:16.211,TREL,24.95,0.32,,,23.85,27.15,,14.18,10.31,,transportation,miscellaneous,,3.96,,-0.26,-0.33,,,,2026-04-05,,,,7.2621758e7,25.22,24.26,22.87,1.41,-0.26,-0.33,4.65,4.65,5.36,6.58,0.74,1.34,6.25,0.55,26.8,613.01,5.58,3.19,0.57,51.57,2.45695524e8,,,,
2026-04-05T14:37:16.211,PIXTRANS,1458.4,-0.25,,,1402.02,1571.16,,14.09,18.18,,fmcg,miscellaneous,,1.94,,-0.07,-0.09,,,,2026-04-05,,,,5.169317e6,1462.2,1434.4,1386.34,2.53,-0.07,-0.09,2.25,2.25,3.02,3.95,36.04,44.06,3.02,0.82,26.37,1987.1,8.7,5.78,0.84,54.47,1.36252e7,,,,
2026-04-05T14:37:16.211,SUDEEPPHRM,615.1,0.18,,,584.17,676.97,,35.84,38.76,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,3.43,,NaN,NaN,,,,2026-04-05,,,,2.6935828e7,619.0,598.5,570.12,3.59,NaN,NaN,3.43,3.43,4.87,5.11,1.05,29.94,4.68,0.04,21.72,6947.47,7.19,5.21,0.04,55.45,1.12948625e8,,,,
2026-04-05T14:37:16.211,GANDHITUBE,805.7,-0.3,,,754.7,907.7,,12.43,13.8,,metals & mining,steel - medium / small,,3.75,,-0.23,0.06,,,,2026-04-05,,,,3.216743e6,818.5,788.95,751.26,1.09,-0.24,0.06,7.0,7.0,4.43,7.57,5.1,35.66,4.23,0.14,21.07,979.09,6.49,5.46,0.14,46.97,1.2152e7,,,,
2026-04-05T14:37:16.211,AYMSYNTEX,183.21,-2.13,,,169.76,210.12,,183.21,-3664.2,,textiles,textiles - processing,,4.04,,-0.11,-0.24,,,,2026-04-05,,,,1.9976302e7,189.0,181.66,166.85,6.91,-0.11,-0.23,4.04,4.04,5.49,8.18,2.26,10.05,5.76,0.23,20.45,1073.26,7.26,6.76,0.23,15.42,5.8581091e7,,,,
2026-04-05T14:37:16.211,SIGNPOST,230.23,-0.38,,,220.81,249.08,,16.98,24.57,,miscellaneous,miscellaneous,,6.65,,-0.21,-0.08,,,,2026-04-05,,,,1.7243451e7,238.21,223.35,211.1,2.05,-0.2,-0.08,6.65,6.65,5.75,6.0,1.57,13.23,5.6,0.12,19.18,1230.58,7.18,6.38,0.12,51.99,5.345e7,,,,
2026-04-05T14:37:16.211,BLSE,160.52,-1.49,,,147.78,186.01,,28.87,26.06,,i.t,computers - software - medium / small,,3.83,,-0.2,-0.17,,,,2026-04-05,,,,2.8265e7,162.7,156.7,147.97,14.36,-0.19,-0.15,3.83,3.83,5.4,6.13,4.26,8.66,6.02,0.49,17.83,1458.43,2.79,-1.42,0.51,44.09,9.0856485e7,,,,
2026-04-05T14:37:16.211,APEX,376.55,-1.75,,,343.33,442.99,,29.14,35.62,,fmcg,aquaculture,,3.77,,0.53,0.48,,,,2026-04-05,,,,8.555943e6,379.8,366.0,338.27,12.94,0.55,0.5,3.77,3.77,6.6,4.54,13.66,24.86,6.32,0.55,15.98,1176.72,8.47,8.22,0.57,42.44,3.125e7,,,,
2026-04-04T23:30:31.549,CPPLUS,1799.6,0.52,,,1694.43,2009.94,,55.0,80.3,,consumer discretionary,trading,,6.56,,0.25,NaN,,,,2026-04-04,,,,,1877.5,1762.0,1667.07,6.75,0.24,NaN,6.56,6.56,5.66,2.51,219.51,101.92,5.0,2.15,315.42,21153.4,11.14,8.33,2.45,36.89,,,,,
2026-04-04T23:30:31.549,DALMIASUG,370.1,-3.48,,,324.43,461.43,,10.77,9.06,,fmcg,sugar,,6.58,,-0.03,-0.1,,,,2026-04-04,,,,,383.8,360.1,337.69,17.41,0.0,-0.07,6.58,6.58,7.88,8.22,68.97,29.16,7.45,2.37,229.77,2995.56,10.35,6.26,2.91,34.29,,,,,
2026-04-04T23:30:31.549,INDOTHAI,291.35,-1.37,,,266.44,341.17,,53.17,16.19,,financials,finance & investments,,3.37,,-0.09,0.38,,,,2026-04-04,,,,,295.9,286.25,273.14,12.71,-0.04,0.4,3.37,3.37,4.18,3.89,31.4,12.19,4.24,2.58,184.07,3729.81,7.38,4.6,2.89,41.85,,,,,
2026-04-04T23:30:31.549,EPL,213.73,-0.7,,,185.73,269.73,,20.95,17.07,,industrials,packaging,,4.44,,-0.08,-0.13,,,,2026-04-04,,,,,217.41,208.17,200.04,14.78,-0.04,-0.12,5.37,5.37,4.97,7.4,9.59,10.62,4.72,0.9,165.51,6844.04,5.22,2.57,0.95,52.35,,,,,
2026-04-04T23:30:31.549,WHEELS,974.35,-1.34,,,1002.69,917.67,,16.5,17.57,,auto,auto ancillaries,,5.91,,0.02,0.17,,,,2026-04-04,,,,,1006.45,950.3,900.09,-1.01,-0.0,0.18,5.91,5.91,6.02,2.53,84.27,58.61,5.55,1.44,157.44,2380.63,9.46,6.99,1.57,41.03,,,,,
2026-04-04T23:30:31.549,SURAJLTD,246.84,-4.47,,,217.26,306.01,,82.28,-465.74,,metals & mining,steel - medium / small,,11.04,,-0.29,-0.36,,,,2026-04-04,,,,,266.49,240.0,220.34,0.81,-0.26,-0.33,23.23,23.23,8.15,20.41,19.01,20.11,7.88,0.95,143.26,453.3,4.89,4.07,1.02,34.01,,,,,
2026-04-04T23:30:31.549,ELECTCAST,79.97,-1.45,,,73.56,92.8,,-57.12,15.74,,industrials,castings & forgings,,6.91,,-0.22,-0.36,,,,2026-04-04,,,,,81.9,76.61,72.91,7.01,-0.21,-0.35,7.76,7.76,7.03,10.23,8.01,5.62,6.63,1.42,133.44,4943.62,4.0,3.15,1.58,59.79,,,,,
2026-04-04T23:30:31.549,SILGO,73.34,-2.0,,,68.91,82.19,,305.58,33.95,,consumer discretionary,diamond cutting / jewellery,,4.45,,-0.03,0.28,,,,2026-04-04,,,,,75.09,71.89,67.25,4.66,0.03,0.31,4.66,4.66,4.99,5.53,0.12,3.66,5.65,0.03,122.1,234.58,6.05,5.03,0.03,39.66,,,,,
2026-04-04T23:30:31.549,DIAMINESQ,244.12,1.07,,,214.73,302.89,,-17.54,-26.22,,chemicals,chemicals,,4.57,,-0.28,-0.41,,,,2026-04-04,,,,,248.0,237.17,226.26,10.29,-0.3,-0.42,7.22,7.22,5.3,6.85,7.65,12.95,5.43,0.59,121.38,238.85,4.02,1.9,0.61,53.67,,,,,
2026-04-04T23:30:31.549,ANTHEM,660.75,-0.74,,,624.53,733.19,,100.11,76.39,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,2.58,,-0.21,NaN,,,,2026-04-04,,,,,665.0,648.25,625.79,6.32,-0.2,NaN,2.58,2.58,3.69,1.94,8.78,24.36,3.41,0.36,119.73,37108.38,6.74,4.96,0.37,51.31,,,,,
2026-04-04T23:30:31.549,GUJALKALI,603.45,2.05,,,541.85,726.65,,-55.46,-515.77,,chemicals,chemicals,,6.15,,0.01,-0.02,,,,2026-04-04,,,,,613.7,578.15,548.67,13.12,-0.01,-0.04,6.59,6.59,8.15,8.53,121.84,49.17,7.97,2.48,116.5,4431.55,7.15,2.56,3.1,51.45,,,,,
2026-04-04T23:30:31.549,MON100,239.47,0.38,,,224.02,270.37,,NaN,0.0,,indices,indices,,2.25,,-0.0,0.2,,,,2026-04-04,,,,,240.5,235.21,228.35,5.54,-0.02,0.19,3.71,3.71,3.45,6.55,11.29,8.26,3.4,1.37,114.04,0.0,4.95,3.22,1.43,51.56,,,,,
2026-04-04T23:30:31.549,DBOL,113.68,0.13,,,98.93,143.17,,11.1,31.67,,fmcg,sugar,,5.96,,0.28,0.14,,,,2026-04-04,,,,,116.38,109.83,103.2,10.21,0.28,0.14,10.57,10.57,7.39,8.01,14.27,8.4,6.51,1.7,112.38,754.69,11.1,8.64,1.94,45.82,,,,,
2026-04-04T23:30:31.549,DWARKESH,45.11,-2.93,,,39.87,55.59,,13.59,42.56,,fmcg,sugar,,4.31,,-0.0,-0.1,,,,2026-04-04,,,,,46.0,44.1,41.5,18.71,0.03,-0.07,4.31,4.31,6.37,7.0,8.02,2.87,7.1,2.79,110.39,835.89,9.75,5.72,3.39,35.15,,,,,
2026-04-04T23:30:31.549,SOUTHWEST,216.92,-0.04,,,201.76,247.25,,17.55,21.14,,metals & mining,mining / minerals / metals,,5.13,,0.52,0.38,,,,2026-04-04,,,,,221.09,210.31,195.7,9.27,0.49,0.39,5.13,5.13,7.2,8.46,20.85,15.61,7.71,1.34,108.92,647.07,9.29,6.81,1.48,42.34,,,,,
2026-04-04T23:30:31.549,SPECTRUM,1402.9,-4.25,,,1421.28,1366.15,,54.46,59.14,,industrials,electric equipment,,4.89,,-0.05,-0.14,,,,2026-04-04,,,,,1467.4,1399.0,1264.12,3.18,-0.03,-0.1,4.89,4.89,7.23,0.28,57.04,101.43,6.95,0.56,104.79,2204.49,9.94,9.09,0.59,3.85,,,,,
2026-04-04T23:30:31.549,TNTELE,8.99,3.57,,,8.25,10.47,,-2.96,-2.46,,industrials,cables - telephone,,5.75,,-0.25,-0.63,,,,2026-04-04,,,,,9.2,8.7,7.95,0.35,-0.26,-0.65,10.58,10.58,8.29,11.96,0.16,0.75,8.1,0.21,102.55,41.06,4.58,3.23,0.21,38.9,,,,,
2026-04-04T23:30:31.549,NLCINDIA,278.6,-1.62,,,259.59,316.63,,13.34,14.01,,power & utilities,power generation and supply,,2.81,,-0.07,0.13,,,,2026-04-04,,,,,280.0,272.35,261.64,6.67,-0.09,0.15,3.4,3.4,4.3,5.13,20.25,11.98,4.66,1.69,100.07,38631.7,6.49,5.15,1.82,52.19,,,,,
2026-04-04T23:30:31.549,GVT&D,3822.2,0.62,,,3535.81,4394.98,,84.12,91.64,,industrials,electric equipment,,4.71,,0.15,0.53,,,,2026-04-04,,,,,3847.9,3674.7,3511.21,5.66,0.17,0.52,4.71,4.71,6.52,5.4,290.43,249.35,5.51,1.16,97.66,97866.11,12.25,9.69,1.26,59.15,,,,,
2026-04-04T23:30:31.549,GRPLTD,1899.9,0.6,,,1759.61,2180.48,,296.86,42.21,,fmcg,miscellaneous,,2.73,,-0.2,-0.28,,,,2026-04-04,,,,,1919.0,1868.0,1765.17,6.34,-0.19,-0.28,4.27,4.27,5.02,10.32,131.71,95.33,4.99,1.38,96.87,1013.28,5.24,4.98,1.48,33.46,,,,,
2026-04-04T23:30:31.549,UGARSUGAR,39.7,1.46,,,37.24,44.62,,8.14,23.63,,fmcg,sugar,,3.55,,-0.14,-0.21,,,,2026-04-04,,,,,39.94,38.57,36.9,6.08,-0.16,-0.22,3.55,3.55,5.1,3.87,2.45,2.03,6.19,1.21,93.62,446.63,5.4,1.68,1.29,55.76,,,,,
2026-04-04T23:30:31.549,DHAMPURSUG,138.29,-1.73,,,124.62,165.64,,8.41,13.17,,fmcg,sugar,,3.96,,-0.05,-0.13,,,,2026-04-04,,,,,140.72,135.36,127.99,15.55,-0.03,-0.11,3.96,3.96,5.73,4.65,17.51,7.92,6.22,2.21,92.76,889.29,8.45,5.09,2.53,37.01,,,,,
2026-04-04T23:30:31.549,HARRMALAYA,178.22,0.37,,,160.89,212.88,,10.76,13.05,,fmcg,miscellaneous,,3.97,,-0.18,-0.2,,,,2026-04-04,,,,,180.0,173.12,163.38,7.78,-0.2,-0.2,3.97,3.97,5.81,9.07,5.64,10.35,5.69,0.55,91.37,328.91,7.34,6.78,0.56,49.26,,,,,
2026-04-04T23:30:31.549,SAILIFE,959.95,-1.73,,,972.81,934.23,,50.31,60.3,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,3.37,,-0.0,0.13,,,,2026-04-04,,,,,975.9,944.05,902.49,-2.54,0.04,0.15,3.37,3.37,4.05,1.68,26.45,38.87,4.18,0.68,90.96,20277.14,7.99,7.31,0.7,40.9,,,,,
2026-04-04T23:30:31.549,HFCL,71.72,-1.03,,,68.7,77.77,,26.76,199.22,,telecom,cables - telephone,,3.98,,-0.1,-0.16,,,,2026-04-04,,,,,72.45,69.68,66.67,1.49,-0.09,-0.15,4.09,4.09,4.98,6.81,2.51,3.57,4.76,0.7,89.03,10977.48,6.67,6.44,0.73,57.13,,,,,
2026-04-04T23:30:31.549,KAJARIACER,974.05,-1.79,,,901.21,1119.72,,44.19,41.68,,building materials,ceramics - tiles / sanitaryware,,3.47,,-0.25,-0.23,,,,2026-04-04,,,,,980.35,947.5,910.97,6.13,-0.22,-0.22,3.69,3.69,5.03,6.86,33.54,48.96,4.41,0.69,87.5,15513.92,3.99,3.35,0.71,54.23,,,,,
2026-04-04T23:30:31.549,ONGC,287.2,-0.3,,,266.56,328.48,,9.02,9.53,,energy,oil drilling / allied services,,1.87,,0.09,0.14,,,,2026-04-04,,,,,288.8,283.5,275.13,8.0,0.1,0.14,2.12,2.12,2.79,1.86,18.37,8.01,3.16,2.29,87.14,361305.62,11.49,10.81,2.45,46.18,,,,,
2026-04-04T23:30:31.549,SALONA,273.0,3.35,,,262.27,294.46,,110.08,13650.0,,textiles,textiles - cotton/blended,,4.62,,0.0,-0.01,,,,2026-04-04,,,,,274.9,262.75,248.28,-1.22,-0.04,-0.04,5.73,5.73,6.48,5.57,15.42,17.7,6.89,0.87,86.0,143.66,7.25,5.91,0.92,57.92,,,,,
2026-04-04T23:30:31.549,DENORA,708.25,-1.96,,,694.95,734.85,,36.58,28.86,,industrials,electrodes - graphites,,4.85,,-0.23,-0.27,,,,2026-04-04,,,,,730.0,696.2,655.87,-1.26,-0.2,-0.26,5.8,5.8,5.1,4.93,56.19,36.09,4.92,1.56,85.33,375.98,7.76,5.52,1.69,33.39,,,,,
2026-04-04T23:30:31.549,RANASUG,12.09,-1.55,,,11.14,14.0,,3.64,5.17,,fmcg,sugar,,4.24,,-0.22,-0.25,,,,2026-04-04,,,,,12.3,11.8,11.04,9.24,-0.21,-0.24,4.24,4.24,6.36,7.56,0.83,0.77,7.5,1.09,82.69,185.66,5.48,3.72,1.17,37.73,,,,,
2026-04-04T23:30:31.549,DCMSHRIRAM,1131.5,-1.77,,,1060.11,1274.28,,17.79,25.27,,miscellaneous,diversified - mega,,3.21,,-0.11,-0.22,,,,2026-04-04,,,,,1148.0,1112.3,1066.91,9.26,-0.08,-0.21,3.21,3.21,4.05,4.48,39.32,45.84,4.29,0.86,80.65,17644.87,3.56,-0.6,0.89,41.88,,,,,
2026-04-04T23:30:31.549,NGIL,25.77,-0.89,,,22.41,32.5,,32.21,-20.62,,fmcg,food - processing - indian,,7.46,,-0.32,-0.14,,,,2026-04-04,,,,,26.66,24.81,22.96,2.62,-0.31,-0.14,16.98,16.98,8.16,15.51,0.1,2.1,8.15,0.05,78.82,45.91,3.2,2.11,0.05,45.67,,,,,
2026-04-04T23:30:31.549,ATHERENERG,762.15,-1.15,,,748.55,789.35,,-85.83,-37.49,,auto,automobiles - scooters and 3 - wheelers,,4.01,,0.2,1.1,,,,2026-04-04,,,,,774.9,745.0,709.09,2.47,0.25,1.12,4.01,4.01,5.09,2.69,61.36,38.83,4.97,1.58,78.33,29102.02,9.39,6.61,1.72,44.17,,,,,
2026-04-04T23:30:31.549,KMSUGAR,25.92,0.04,,,24.57,28.62,,2.89,4.31,,fmcg,sugar,,3.11,,-0.15,-0.12,,,,2026-04-04,,,,,26.19,25.4,24.25,3.05,-0.13,-0.12,3.68,3.68,4.62,3.85,1.03,1.2,5.0,0.86,77.12,238.46,4.72,2.66,0.9,43.46,,,,,
2026-04-04T23:30:31.549,BALRAMCHIN,489.35,-1.13,,,481.74,504.56,,21.77,22.05,,fmcg,sugar,,2.69,,-0.01,-0.23,,,,2026-04-04,,,,,495.0,482.05,458.77,2.47,-0.01,-0.22,2.69,2.69,4.52,1.51,27.44,22.12,5.15,1.24,77.03,9882.44,9.61,8.04,1.31,33.0,,,,,
2026-04-04T23:30:31.549,PONNIERODE,280.15,-0.96,,,263.39,313.66,,6.36,9.31,,fmcg,sugar,,2.98,,-0.1,-0.18,,,,2026-04-04,,,,,283.0,274.8,263.76,5.93,-0.09,-0.18,2.98,2.98,4.11,4.32,11.6,11.51,4.82,1.01,76.67,240.88,7.65,6.41,1.05,46.48,,,,,
2026-04-04T23:30:31.549,STEELCAS,233.63,-1.12,,,216.37,268.14,,28.77,11.98,,industrials,castings & forgings,,5.04,,0.0,-0.05,,,,2026-04-04,,,,,241.6,230.0,215.39,6.67,0.01,-0.04,5.5,5.5,5.48,5.37,10.98,12.81,5.01,0.86,73.64,2364.34,6.28,5.25,0.9,28.33,,,,,
2026-04-04T23:30:31.549,GRANULES,613.6,-2.31,,,594.71,651.39,,24.78,27.3,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,3.45,,0.04,0.18,,,,2026-04-04,,,,,622.95,602.2,583.52,7.27,0.11,0.21,3.45,3.45,3.42,1.89,33.59,20.96,3.46,1.6,69.19,15204.82,6.39,3.89,1.7,54.4,,,,,
2026-04-04T23:30:31.549,NINSYS,384.25,-2.82,,,311.19,530.37,,23.04,23.32,,i.t,computers - software - medium / small,,8.15,,-0.19,-0.19,,,,2026-04-04,,,,,394.8,365.05,338.62,34.7,-0.18,-0.17,8.15,8.15,10.64,15.29,56.27,40.89,9.02,1.38,65.25,713.78,6.06,0.53,1.61,46.95,,,,,
2026-04-04T23:30:31.549,NITCO,85.42,-1.94,,,78.95,98.35,,-41.07,59.73,,building materials,trading,,6.62,,-0.31,-0.42,,,,2026-04-04,,,,,87.4,81.97,76.94,13.63,-0.33,-0.41,6.62,6.62,7.52,4.21,6.53,6.42,7.63,1.02,64.93,2054.49,3.94,1.25,1.1,53.71,,,,,
2026-04-04T23:30:31.549,VIDYAWIRES,52.33,-0.19,,,51.79,53.42,,18.17,17.98,,industrials,electric equipment,,4.29,,NaN,NaN,,,,2026-04-04,,,,,53.0,50.82,48.16,-1.99,NaN,NaN,4.29,4.29,5.41,4.66,2.47,2.83,5.44,0.87,64.16,1113.02,7.57,6.65,0.92,53.3,,,,,
2026-04-04T23:30:31.549,ABSLLIQUID,1000.0,0.0,,,999.77,1000.46,,NaN,0.0,,indices,indices,,0.0,,-0.08,-0.03,,,,2026-04-04,,,,,1000.01,999.99,999.45,0.02,-0.09,-0.03,0.0,0.0,0.01,0.0,0.01,0.07,0.0,0.08,64.12,0.0,5.22,4.89,0.08,15.11,,,,,
2026-04-04T23:30:31.549,GILT5BETA,64.61,0.37,,,63.75,66.33,,NaN,0.0,,indices,indices,,1.16,,-0.05,-0.01,,,,2026-04-04,,,,,64.69,63.95,62.82,-0.65,-0.06,-0.01,1.89,1.89,1.84,2.13,0.36,1.19,1.92,0.3,62.48,0.0,6.77,6.42,0.31,55.52,,,,,
2026-04-04T23:30:31.549,KHAITANLTD,99.07,1.07,,,94.12,108.98,,9.6,7.16,,services,trading,,5.59,,-0.3,-0.22,,,,2026-04-04,,,,,100.3,94.99,89.0,0.86,-0.31,-0.22,6.35,6.35,7.08,7.57,2.96,7.01,7.34,0.42,62.16,47.06,4.94,4.73,0.44,58.17,,,,,
2026-04-04T23:30:31.549,OLECTRA,1020.1,-0.56,,,982.93,1094.45,,45.14,58.56,,auto,automobiles - lcvs / hcvs,,3.95,,-0.4,-0.23,,,,2026-04-04,,,,,1026.0,987.0,937.2,3.24,-0.4,-0.22,3.95,3.95,6.26,5.91,12.54,63.85,5.62,0.2,61.24,8373.06,2.12,-1.13,0.2,51.84,,,,,
2026-04-04T23:30:31.549,MANCREDIT,168.74,-1.64,,,163.74,178.74,,23.18,27.35,,financials,finance & investments,,5.39,,-0.15,-0.15,,,,2026-04-04,,,,,175.0,166.05,157.75,2.94,-0.13,-0.14,5.39,5.39,4.41,1.62,1.2,7.44,4.36,0.16,59.86,356.28,6.51,5.56,0.16,36.15,,,,,
2026-04-04T23:30:31.549,TRIVENI,388.05,-1.18,,,351.69,460.77,,25.26,28.18,,fmcg,sugar,,4.5,,0.05,0.04,,,,2026-04-04,,,,,394.0,377.05,360.58,11.8,0.08,0.05,4.5,4.5,5.49,3.2,16.04,21.3,5.32,0.75,59.66,8494.34,8.49,4.59,0.79,51.63,,,,,
2026-04-04T23:30:31.549,SESHAPAPER,254.66,0.12,,,243.37,277.25,,20.54,18.35,,building materials,paper,,7.34,,-0.09,-0.17,,,,2026-04-04,,,,,264.85,246.75,235.38,1.0,-0.08,-0.17,7.62,7.62,6.16,4.26,2.21,15.68,5.17,0.14,58.61,1606.09,6.97,6.42,0.14,50.45,,,,,
2026-04-04T23:30:31.549,GESHIP,1439.6,-1.4,,,1408.06,1502.68,,6.32,9.09,,transportation,shipping,,2.56,,0.33,0.4,,,,2026-04-04,,,,,1455.0,1418.7,1354.35,2.15,0.34,0.42,2.56,2.56,4.21,3.64,121.54,60.65,4.51,2.0,54.31,20552.76,12.6,12.57,2.19,34.46,,,,,
2026-04-04T23:30:31.549,ASTERDM,658.1,-4.33,,,640.78,692.75,,161.3,102.67,,healthcare,healthcare,,4.98,,-0.04,0.07,,,,2026-04-04,,,,,684.5,652.0,616.79,5.07,0.0,0.12,4.98,4.98,4.65,1.93,39.97,30.62,4.56,1.31,52.7,34097.54,8.75,6.47,1.39,19.92,,,,,
2026-04-04T23:30:31.549,PRECWIRE,300.05,-2.61,,,290.03,320.1,,36.41,41.56,,metals & mining,mining / minerals / metals,,5.28,,0.44,0.51,,,,2026-04-04,,,,,305.9,290.55,273.6,0.45,0.54,0.56,5.28,5.28,5.85,3.39,16.74,17.56,5.87,0.95,52.01,5485.15,10.94,10.26,1.01,54.09,,,,,
2026-04-04T23:30:31.549,HEG,550.0,-2.51,,,488.98,672.04,,12.83,27.83,,industrials,electrodes - graphites,,3.41,,-0.01,-0.03,,,,2026-04-04,,,,,558.95,540.5,509.08,16.77,0.02,-0.01,3.41,3.41,5.67,2.77,13.27,31.2,4.7,0.43,51.24,10613.76,3.81,3.13,0.44,30.44,,,,,
2026-04-04T23:30:31.549,SOLEX,1016.85,0.73,,,927.9,1194.74,,31.5,20.96,,industrials,electric equipment,,5.54,,NaN,NaN,,,,2026-04-04,,,,,1029.0,975.0,906.81,3.72,NaN,NaN,9.47,9.47,7.15,11.62,54.04,72.75,7.63,0.74,48.73,1098.45,3.65,1.15,0.78,57.53,,,,,
2026-04-04T23:30:31.549,NTPCGREEN,97.22,-1.01,,,96.17,99.32,,1215.25,147.3,,power & utilities,power generation and supply,,3.77,,-0.09,-0.16,,,,2026-04-04,,,,,99.0,95.4,91.19,-1.92,-0.08,-0.15,5.44,5.44,4.77,7.07,6.08,4.64,5.03,1.31,47.22,81920.78,5.41,4.57,1.4,39.25,,,,,
2026-04-04T23:30:31.549,FISCHER,40.64,-1.29,,,35.15,51.61,,33.87,32.77,,services,trading,,3.02,,-0.65,-0.59,,,,2026-04-04,,,,,41.0,39.8,37.67,22.79,-0.66,-0.58,3.02,3.02,4.92,6.11,2.48,2.0,5.22,1.24,46.92,2635.57,7.1,2.96,1.32,41.97,,,,,
2026-04-04T23:30:31.549,SHAILY,2083.3,-0.52,,,2172.57,1904.76,,64.06,60.47,,plastic products,plastics products,,4.91,,-0.13,0.23,,,,2026-04-04,,,,,2100.0,2001.8,1895.37,-3.54,-0.12,0.24,4.91,4.91,6.59,4.07,50.44,137.28,5.95,0.37,46.75,9573.82,4.14,2.16,0.38,59.37,,,,,
2026-04-04T23:30:31.549,UTLSOLAR,202.3,-0.45,,,190.81,225.28,,21.34,22.83,,industrials,electric equipment,,2.23,,NaN,NaN,,,,2026-04-04,,,,,203.5,199.06,189.82,7.66,NaN,NaN,2.23,2.23,3.96,3.98,3.55,8.02,4.31,0.44,45.94,6198.69,2.54,1.69,0.45,40.41,,,,,
2026-04-04T23:30:31.549,DEEPINDS,438.85,-2.01,,,396.62,523.32,,10.32,-188.35,,energy,oil drilling / allied services,,3.85,,-0.21,-0.09,,,,2026-04-04,,,,,448.65,432.0,403.4,16.05,-0.14,-0.07,3.85,3.85,5.84,3.14,62.36,25.63,6.42,2.43,44.74,2808.64,7.81,2.06,2.84,26.73,,,,,
2026-04-04T23:30:31.549,HNDFDS,490.45,-0.69,,,481.21,508.94,,40.6,43.48,,fmcg,diversified - large,,2.93,,-0.16,-0.18,,,,2026-04-04,,,,,495.1,481.0,463.93,3.41,-0.13,-0.17,2.93,2.93,3.96,1.96,6.82,19.43,3.66,0.35,43.23,5859.98,3.7,2.3,0.36,48.63,,,,,
2026-04-04T23:30:31.549,KRN,867.85,-2.62,,,845.95,911.65,,59.44,79.33,,industrials,engineering,,4.02,,-0.04,-0.02,,,,2026-04-04,,,,,878.0,844.05,794.97,2.53,-0.03,0.01,4.02,4.02,5.74,2.82,63.96,49.79,5.06,1.28,41.94,5394.26,9.02,8.41,1.39,47.8,,,,,
2026-04-04T23:30:31.549,HMT,61.66,2.75,,,58.22,68.53,,-20.02,-16.85,,consumer discretionary,miscellaneous,,3.3,,-0.04,-0.06,,,,2026-04-04,,,,,61.99,60.01,57.04,-2.52,-0.08,-0.09,6.88,6.88,5.15,7.99,9.42,3.17,5.55,2.97,41.44,7424.43,14.06,12.73,3.5,52.0,,,,,
2026-04-04T23:30:31.549,STLTECH,177.83,-2.01,,,181.16,171.18,,-127.02,-195.42,,industrials,cables - telephone,,6.2,,0.35,0.45,,,,2026-04-04,,,,,181.39,170.8,158.92,-1.72,0.47,0.49,6.2,6.2,7.41,4.12,23.9,13.17,7.39,1.82,40.47,8679.52,13.61,12.15,2.1,53.38,,,,,
2026-04-04T23:30:31.549,RUBICON,774.85,-0.93,,,753.33,817.89,,43.43,59.1,,healthcare,pharmaceuticals - indian - formulations,,1.93,,NaN,NaN,,,,2026-04-04,,,,,780.0,765.2,732.11,2.98,NaN,NaN,1.93,1.93,3.57,2.55,19.99,27.65,3.87,0.72,36.84,12765.68,9.07,8.7,0.74,34.9,,,,,
2026-04-04T23:30:31.549,HARDWYN,20.22,-0.3,,,19.17,22.32,,126.38,84.25,,services,trading,,3.25,,0.38,0.41,,,,2026-04-04,,,,,20.63,19.98,18.87,7.38,0.41,0.41,3.41,3.41,4.5,5.26,2.86,0.91,4.78,3.14,35.48,987.61,8.67,6.39,3.66,26.4,,,,,
2026-04-04T23:30:31.549,JAGSNPHARM,186.22,0.3,,,183.03,192.6,,27.88,30.38,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,1.63,,-0.23,-0.29,,,,2026-04-04,,,,,187.0,184.0,176.36,1.29,-0.23,-0.29,1.63,1.63,2.79,1.76,11.08,5.2,4.41,2.13,33.66,1243.6,5.44,2.06,2.26,42.69,,,,,
